duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate
261,icmp,smtp,S1,58363,36631,0,1,3,18,3,1,4,1,0,10,10,0,2,0,0,1,491,260,0.069,0.822,0.89,0.826,0.728,0.743,0.372,249,226,0.316,0.962,0.774,0.783,0.081,0.431,0.326,0.053
236,tcp,private,S0,38036,18221,1,2,0,12,1,1,3,1,0,12,7,0,3,0,0,1,449,306,0.969,0.827,0.602,0.618,0.706,0.303,0.309,242,117,0.477,0.258,0.204,0.272,0.517,0.289,0.268,0.13
180,udp,smtp,S1,10232,27145,1,1,3,15,4,0,8,0,1,15,3,1,0,0,0,0,465,472,0.805,0.189,0.612,0.673,0.546,0.656,0.945,235,132,0.255,0.482,0.371,0.108,0.262,0.612,0.882,0.037
150,udp,ftp_data,RSTR,36737,52005,1,0,1,18,1,0,5,1,0,12,0,0,3,0,0,1,97,25,0.321,0.428,0.227,0.564,0.544,0.613,0.354,152,174,0.745,0.05,0.527,0.125,0.956,0.486,0.722,0.992
381,tcp,private,S0,4099,9424,0,0,0,23,4,0,15,1,1,0,2,2,3,0,0,0,471,412,0.844,0.844,0.074,0.466,0.051,0.784,0.206,149,109,0.21,0.494,0.742,0.128,0.779,0.266,0.781,0.328
235,icmp,private,SF,11137,21041,0,2,0,20,4,1,8,0,1,10,1,1,1,0,0,1,118,114,0.078,0.069,0.867,0.481,0.903,0.182,0.721,162,187,0.253,0.477,0.835,0.479,0.098,0.897,0.894,0.18
227,tcp,private,S1,29408,56132,1,1,1,30,4,0,12,1,0,14,8,0,2,0,0,1,64,472,0.666,0.625,0.366,0.032,0.443,0.308,0.052,175,82,0.047,0.421,0.493,0.681,0.466,0.384,0.363,0.021
98,udp,private,RSTR,5902,13556,0,1,1,16,4,1,2,0,1,13,5,2,1,0,0,1,160,256,0.278,0.538,0.781,0.713,0.771,0.832,0.689,176,168,0.49,0.422,0.712,0.997,0.484,0.821,0.889,0.361
12,udp,private,S0,31341,3865,1,3,0,9,3,0,3,0,0,14,10,2,4,0,0,1,430,423,0.95,0.891,0.13,0.536,0.684,0.019,0.044,162,179,0.409,0.295,0.206,0.12,0.433,0.989,0.349,0.05
420,udp,smtp,S1,20941,19459,1,0,0,14,4,0,10,0,1,9,10,1,4,0,0,1,504,229,0.444,0.406,0.363,0.345,0.954,0.1,0.51,9,231,0.456,0.599,0.379,0.099,0.977,0.689,0.68,0.746
354,udp,ftp_data,S0,44829,23870,1,3,1,11,3,1,11,0,1,6,0,1,1,0,0,0,458,320,0.716,0.642,0.345,0.993,0.448,0.728,0.715,99,202,0.143,0.109,0.338,0.414,0.602,0.802,0.204,0.261
6,icmp,private,S0,21245,9599,0,1,2,4,1,1,2,0,1,0,10,1,3,0,0,0,475,307,0.947,0.93,0.147,0.552,0.779,0.983,0.012,120,237,0.185,0.668,0.019,0.551,0.384,0.68,0.08,0.785
364,tcp,domain_u,SF,9342,37788,1,1,0,13,1,0,12,0,0,12,6,1,2,0,0,0,214,212,0.159,0.595,0.935,0.018,0.065,0.147,0.961,240,219,0.944,0.635,0.875,0.596,0.272,0.587,0.886,0.331
124,udp,ftp_data,SF,52374,50962,1,2,0,9,4,0,6,1,0,12,9,2,4,0,0,1,480,209,0.499,0.249,0.271,0.177,0.054,0.56,0.315,222,67,0.094,0.734,0.312,0.4,0.493,0.645,0.204,0.673
196,tcp,eco_i,RSTR,48688,9166,1,3,1,16,3,1,18,0,0,14,9,0,3,0,0,1,316,480,0.522,0.385,0.519,0.007,0.903,0.883,0.504,184,5,0.376,0.442,0.648,0.579,0.071,0.595,0.89,0.11
262,icmp,ftp_data,REJ,14338,57457,0,1,0,23,4,1,6,0,1,13,8,2,2,0,0,1,317,361,0.425,0.395,0.191,0.712,0.532,0.272,0.608,160,31,0.65,0.576,0.031,0.853,0.092,0.52,0.772,0.132
57,tcp,smtp,S0,56633,4742,1,1,2,30,0,0,7,1,1,10,8,1,2,0,0,1,479,268,0.763,0.311,0.025,0.603,0.493,0.139,0.595,122,22,0.231,0.73,0.712,0.656,0.393,0.465,0.567,0.556
278,udp,ftp_data,S1,35486,10042,0,3,0,13,3,0,14,1,1,13,5,2,2,0,0,1,212,76,0.609,0.52,0.79,0.515,0.33,0.701,0.705,218,46,0.383,0.602,0.291,0.601,0.693,0.313,0.298,0.05
165,udp,ftp_data,REJ,54793,29066,0,3,1,25,5,0,6,0,1,7,2,2,3,0,0,1,406,32,0.952,0.568,0.626,0.885,0.664,0.649,0.353,56,54,0.754,0.202,0.505,0.578,0.73,0.582,0.231,0.65
443,udp,smtp,SF,12163,32562,1,0,2,21,5,0,5,0,1,5,0,0,3,0,0,1,91,101,0.127,0.768,0.109,0.323,0.043,0.073,0.458,7,139,0.408,0.739,0.599,0.052,0.651,0.462,0.104,0.911
185,tcp,smtp,REJ,23226,2449,1,2,2,24,2,0,14,1,1,15,8,2,2,0,0,1,391,345,0.589,0.449,0.903,0.22,0.729,0.511,0.168,131,118,0.833,0.866,0.504,0.458,0.382,0.772,0.665,0.021
170,icmp,private,SF,28404,56651,1,3,2,25,3,1,10,1,0,9,1,0,1,0,0,1,314,430,0.273,0.393,0.375,0.669,0.357,0.954,0.843,243,135,0.887,0.477,0.326,0.675,0.885,0.52,0.499,0.483
154,tcp,private,S0,53982,32240,0,1,3,21,4,0,10,0,0,5,4,1,1,0,0,1,355,118,0.096,0.71,0.372,0.062,0.282,0.712,0.627,158,196,0.189,0.478,0.536,0.003,0.219,0.513,0.362,0.077
313,tcp,http,RSTR,4126,29250,0,0,1,28,1,1,9,0,0,12,4,1,0,0,0,0,323,259,0.608,0.78,0.186,0.442,0.512,0.065,0.418,72,60,0.828,0.2,0.367,0.06,0.101,0.609,0.321,0.464
301,tcp,domain_u,S0,1511,30011,0,2,0,10,5,0,20,1,0,5,9,0,1,0,0,0,83,21,0.181,0.472,0.861,0.246,0.112,0.179,0.075,25,240,0.482,0.705,0.269,0.532,0.505,0.261,0.617,0.331
34,udp,ftp_data,REJ,716,24493,0,2,3,20,2,1,3,0,1,10,0,2,1,0,0,0,210,428,0.04,0.141,0.897,0.452,0.712,0.115,0.637,100,35,0.027,0.566,0.802,0.245,0.424,0.658,0.054,0.474
74,icmp,domain_u,RSTR,30354,23952,1,0,1,16,2,1,12,0,1,13,6,2,4,0,0,1,464,112,0.042,0.102,0.119,0.811,0.89,0.099,0.457,95,42,0.656,0.281,0.657,0.3,0.946,0.052,0.184,0.127
142,icmp,smtp,RSTR,31375,26791,0,3,1,13,5,0,9,0,0,8,6,1,3,0,0,1,486,128,0.347,0.588,0.525,0.984,0.014,0.15,0.707,72,238,0.797,0.931,0.28,0.204,0.488,0.695,0.776,0.185
266,udp,smtp,RSTR,43968,13140,1,1,3,15,2,1,11,0,1,7,1,2,1,0,0,1,463,481,0.099,0.005,0.907,0.531,0.609,0.078,0.146,187,19,0.088,0.202,0.756,0.602,0.168,0.967,0.899,0.373
167,icmp,smtp,S0,34977,9700,1,1,2,0,4,0,11,0,1,1,9,0,1,0,0,1,407,278,0.128,0.524,0.756,0.917,0.636,0.33,0.278,228,87,0.277,0.18,0.594,0.464,0.437,0.746,0.48,0.328
38,udp,eco_i,SF,35082,21995,0,3,1,24,3,0,19,0,1,16,3,2,2,0,0,0,238,309,0.291,0.609,0.879,0.487,0.652,0.61,0.019,56,97,0.169,0.873,0.368,0.198,0.29,0.366,0.607,0.877
200,icmp,private,S0,5964,56946,1,3,3,17,0,1,12,0,1,1,7,2,1,0,0,0,427,318,0.94,0.977,0.981,0.134,0.827,0.587,0.057,151,33,0.252,0.152,0.827,0.463,0.548,0.083,0.468,0.796
296,tcp,private,S0,6768,52819,0,0,2,12,0,0,10,0,1,6,6,1,2,0,0,0,356,382,0.857,0.9,0.161,0.892,0.348,0.13,0.153,151,85,0.454,0.063,0.399,0.079,0.062,0.095,0.533,0.932
369,icmp,private,S0,14263,3107,0,3,2,4,2,0,9,0,1,15,5,1,1,0,0,1,363,351,0.944,0.854,0.13,0.418,0.256,0.308,0.413,213,219,0.079,0.43,0.143,0.51,0.391,0.938,0.531,0.693
232,tcp,private,RSTR,40470,7764,0,1,3,22,0,1,8,0,0,10,9,1,3,0,0,0,503,222,0.106,0.044,0.324,0.563,0.812,0.185,0.904,82,176,0.92,0.31,0.561,0.264,0.321,0.499,0.73,0.555
410,icmp,private,S0,16889,8677,0,0,3,8,2,1,3,1,0,12,3,0,4,0,0,0,474,411,0.815,0.92,0.518,0.148,0.199,0.116,0.762,1,25,0.092,0.119,0.122,0.283,0.903,0.48,0.625,0.813
258,udp,ftp_data,S1,33653,26558,1,1,1,7,2,0,6,1,1,11,6,2,4,0,0,1,103,56,0.388,0.211,0.588,0.26,0.114,0.173,0.795,130,72,0.762,0.037,0.309,0.401,0.652,0.617,0.967,0.367
33,udp,private,S0,15092,8809,0,3,2,5,0,1,4,1,0,12,4,2,3,0,0,1,438,454,0.929,0.958,0.227,0.118,0.118,0.788,0.09,44,87,0.085,0.646,0.112,0.108,0.591,0.51,0.62,0.748
371,icmp,domain_u,S0,19599,15395,0,1,3,5,0,1,15,1,0,10,0,2,0,0,0,0,347,46,0.14,0.119,0.944,0.2,0.723,0.099,0.648,48,232,0.201,0.527,0.786,0.618,0.94,0.881,0.106,0.256
30,udp,domain_u,RSTR,57062,36829,1,0,0,20,0,0,20,0,1,7,4,2,0,0,0,0,129,170,0.982,0.745,0.406,0.56,0.834,0.557,0.769,108,42,0.534,0.867,0.374,0.943,0.771,0.133,0.242,0.573
304,icmp,http,REJ,54044,8528,0,2,1,19,5,1,2,1,1,2,2,2,4,0,0,1,237,86,0.075,0.122,0.283,0.164,0.986,0.069,0.29,69,250,0.697,0.836,0.422,0.641,0.867,0.265,0.31,0.158
118,icmp,private,S0,19989,11903,0,2,1,5,0,1,2,1,0,0,5,2,1,0,0,1,344,496,0.925,0.993,0.662,0.998,0.481,0.566,0.93,44,241,0.553,0.382,0.534,0.643,0.307,0.491,0.718,0.781
56,icmp,smtp,SF,44928,16875,0,1,3,11,4,0,13,1,0,13,2,0,1,0,0,1,261,491,0.769,0.031,0.831,0.121,0.608,0.658,0.785,103,213,0.498,0.897,0.245,0.766,0.705,0.776,0.808,0.557
348,tcp,eco_i,RSTR,20705,55608,0,0,1,10,4,0,5,0,0,12,10,2,4,0,0,0,267,466,0.999,0.91,0.758,0.001,0.339,0.954,0.611,99,67,0.774,0.232,0.631,0.721,0.678,0.726,0.777,0.195
133,icmp,smtp,REJ,12922,8000,1,0,0,18,4,0,12,1,1,12,10,1,2,0,0,1,118,210,0.471,0.753,0.417,0.534,0.157,0.792,0.219,200,58,0.489,0.994,0.777,0.948,0.04,0.984,0.687,0.787
67,icmp,eco_i,RSTR,29320,26552,0,1,1,18,4,1,8,0,0,7,7,2,3,0,0,1,137,177,0.685,0.02,0.381,0.792,0.033,0.521,0.777,237,9,0.302,0.832,0.69,0.868,0.805,0.986,0.579,0.883
82,udp,private,S1,41941,21959,0,3,1,18,1,0,13,0,1,10,3,1,4,0,0,1,438,262,0.771,0.088,0.798,0.147,0.435,0.664,0.423,98,119,0.306,0.877,0.097,0.076,0.679,0.354,0.985,0.401
373,icmp,ftp_data,SF,47927,59219,1,1,3,4,4,0,10,1,1,13,8,1,0,0,0,0,381,343,0.754,0.478,0.235,0.7,0.643,0.929,0.821,178,6,0.5,0.8,0.261,0.397,0.223,0.681,0.523,0.794
441,tcp,eco_i,S0,39555,47258,0,0,3,14,3,1,10,1,1,8,7,2,4,0,0,0,423,303,0.003,0.093,0.233,0.385,0.643,0.061,0.651,245,13,0.992,0.11,0.35,0.428,0.926,0.976,0.025,0.618
383,icmp,eco_i,S1,57969,39300,1,0,2,19,3,1,15,0,1,2,3,0,1,0,0,1,43,27,0.77,0.816,0.279,0.921,0.324,0.813,0.802,45,120,0.347,0.163,0.979,1.0,0.791,0.482,0.151,0.511
160,tcp,private,RSTR,44049,54754,1,2,0,12,1,0,4,1,0,14,6,0,0,0,0,1,252,257,0.33,0.775,0.102,0.519,0.471,0.209,0.821,176,57,0.993,0.974,0.993,0.558,0.971,0.711,0.125,0.125
279,tcp,ftp_data,REJ,43964,51815,0,0,2,12,5,1,11,1,0,5,0,2,3,0,0,0,415,99,0.131,0.135,0.802,0.97,0.878,0.065,0.813,88,114,0.889,0.418,0.972,0.918,0.975,0.904,0.136,0.923
490,icmp,eco_i,SF,4128,58624,0,0,1,7,1,0,11,0,1,3,9,0,0,0,0,1,161,54,0.963,0.148,0.23,0.847,0.876,0.609,0.362,126,32,0.362,0.442,0.326,0.447,0.349,0.173,0.136,0.469
107,udp,ftp_data,SF,53519,48686,1,0,1,16,0,1,13,1,0,13,2,2,3,0,0,0,245,47,0.64,0.192,0.769,0.874,0.945,0.846,0.429,6,100,0.256,0.677,0.882,0.206,0.975,0.619,0.678,0.183
461,tcp,eco_i,SF,37219,1585,1,1,2,9,0,1,7,1,0,3,7,2,4,0,0,0,239,94,0.0,0.065,0.286,0.494,0.741,0.098,0.028,21,70,0.622,0.559,0.025,0.583,0.804,0.706,0.923,0.817
55,icmp,smtp,REJ,45443,12649,1,0,0,11,4,1,4,0,0,8,0,0,4,0,0,1,63,166,0.024,0.012,0.278,0.413,0.608,0.132,0.062,54,127,0.738,0.59,0.808,0.722,0.334,0.772,0.388,0.88
89,udp,ftp_data,RSTR,49967,18540,1,1,2,10,0,1,3,0,0,5,9,0,2,0,0,0,422,365,0.226,0.818,0.506,0.67,0.093,0.652,0.509,60,229,0.665,0.369,0.981,0.237,0.759,0.947,0.322,0.197
150,tcp,smtp,REJ,40560,53487,1,2,1,5,5,0,11,0,0,1,8,2,4,0,0,1,197,309,0.708,0.031,0.768,0.161,0.56,0.958,0.01,224,92,0.638,0.865,0.37,0.271,0.32,0.339,0.732,0.534
302,udp,smtp,RSTR,55249,23400,0,2,1,10,4,1,4,1,0,5,3,1,4,0,0,0,164,396,0.04,0.169,0.539,0.578,0.261,0.527,0.965,103,116,0.807,0.438,0.885,0.574,0.35,0.289,0.581,0.017
57,tcp,ftp_data,REJ,10118,41799,0,2,2,19,4,0,5,0,1,18,2,0,0,0,0,1,173,79,0.796,0.341,0.507,0.728,0.655,0.045,0.706,224,176,0.16,0.311,0.192,0.996,0.434,0.151,0.102,0.61
350,tcp,private,SF,57618,30284,1,3,1,1,1,0,3,1,0,11,10,1,2,0,0,0,315,288,0.136,0.063,0.702,0.892,0.5,0.883,0.617,243,171,0.151,0.321,0.934,0.171,0.025,0.179,0.913,0.074
251,icmp,ftp_data,S1,39213,13297,0,0,1,10,3,0,12,0,0,14,6,0,4,0,0,1,427,166,0.809,0.524,0.939,0.289,0.833,0.838,0.931,246,189,0.26,0.402,0.98,0.383,0.733,0.272,0.721,0.738
308,icmp,ftp_data,REJ,39295,4160,1,2,1,1,3,0,6,1,1,7,6,1,3,0,0,1,158,499,0.24,0.575,0.331,0.312,0.627,0.345,0.838,185,46,0.191,0.214,0.436,0.252,0.654,0.082,0.038,0.208
343,udp,http,SF,2630,25725,0,0,1,17,4,1,3,1,1,3,6,2,3,0,0,1,239,69,0.123,0.04,0.459,0.127,0.726,0.076,0.092,192,97,0.518,0.472,0.126,0.783,0.139,0.114,0.523,0.79
399,udp,ftp_data,REJ,33121,11914,0,3,2,15,3,0,15,1,0,20,2,0,3,0,0,0,386,263,0.651,0.817,0.15,0.7,0.604,0.074,0.688,18,132,0.252,0.555,0.142,0.509,0.03,0.358,0.2,0.411
374,tcp,private,S0,35792,34902,1,3,1,3,4,0,2,0,1,5,7,1,3,0,0,1,447,322,0.872,0.946,0.658,0.177,0.569,0.692,0.786,34,139,0.148,0.519,0.622,0.867,0.34,0.926,0.279,0.033
170,icmp,domain_u,S0,31799,24228,1,0,2,8,0,1,8,1,0,9,2,1,4,0,0,1,286,61,0.127,0.021,0.371,0.353,0.657,0.153,0.227,67,227,0.733,0.616,0.447,0.809,0.139,0.444,0.589,0.879
238,icmp,eco_i,REJ,49474,10596,0,1,2,11,0,1,10,0,0,9,2,1,4,0,0,1,375,502,0.142,0.002,0.426,0.42,0.326,0.924,0.784,162,190,0.248,0.91,0.163,0.87,0.207,0.636,0.088,0.941
34,udp,ftp_data,S1,37162,49355,1,3,1,21,3,0,4,1,0,11,8,1,1,0,0,1,402,91,0.189,0.128,0.31,0.31,0.161,0.578,0.603,236,222,0.456,0.289,0.288,0.068,0.268,0.725,0.15,0.142
159,icmp,private,SF,20990,38943,0,0,2,1,5,1,15,0,0,8,6,2,0,0,0,1,248,491,0.143,0.284,0.222,0.174,0.624,0.854,0.323,154,72,0.169,0.931,0.83,0.893,0.091,0.242,0.36,0.576
45,tcp,ftp_data,S1,25917,30280,1,1,3,15,3,1,11,0,0,1,7,1,3,0,0,0,199,396,0.269,0.95,0.617,0.285,0.064,0.665,0.512,213,147,0.861,0.679,0.874,0.672,0.764,0.919,0.121,0.398
113,udp,smtp,S0,45148,37517,0,0,2,23,1,0,5,1,0,8,7,0,1,0,0,0,211,225,0.503,0.929,0.282,0.26,0.3,0.016,0.963,113,65,0.832,0.923,0.912,0.611,0.984,0.432,0.649,0.802
481,icmp,ftp_data,SF,58430,31896,1,2,1,3,3,0,14,0,1,4,6,0,4,0,0,1,105,14,0.69,0.47,0.728,0.745,0.604,0.379,0.009,102,28,0.305,0.983,0.848,0.149,0.752,0.405,0.352,0.099
182,tcp,private,S0,41978,46847,1,3,3,0,2,1,4,0,1,8,1,1,0,0,0,1,344,498,0.82,0.808,0.144,0.701,0.96,0.187,0.856,161,180,0.951,0.878,0.072,0.341,0.99,0.933,0.105,0.913
173,udp,ftp_data,RSTR,32856,4910,1,0,3,22,4,0,17,0,0,19,3,0,0,0,0,1,54,386,0.107,0.635,0.437,0.34,0.527,0.399,0.149,115,70,0.994,0.492,0.381,0.207,0.662,0.98,0.119,0.722
245,tcp,domain_u,SF,56062,50752,1,0,0,25,5,1,4,1,0,1,2,2,4,0,0,1,212,106,0.12,0.146,0.257,0.539,0.617,0.126,0.057,30,153,0.638,0.31,0.902,0.701,0.667,0.387,0.481,0.978
67,tcp,smtp,SF,2118,31333,1,0,2,13,0,0,14,1,1,15,6,0,0,0,0,1,153,257,0.936,0.642,0.558,0.277,0.895,0.024,0.106,193,216,0.693,0.343,0.52,0.022,0.627,0.757,0.637,0.954
99,tcp,http,S0,20012,9773,0,2,3,22,5,1,5,0,1,7,5,0,1,0,0,0,150,203,0.705,0.533,0.993,0.714,0.328,0.397,0.959,53,205,0.909,0.311,0.757,0.657,0.617,0.833,0.719,0.502
227,udp,ftp_data,S1,3407,5979,0,3,0,18,2,0,3,1,0,8,0,2,2,0,0,1,200,149,0.999,0.321,0.45,0.218,0.159,0.802,0.522,222,32,0.505,0.903,0.856,0.457,0.124,0.462,0.231,0.781
136,icmp,private,SF,2140,40870,1,1,0,1,0,1,8,1,0,8,6,2,0,0,0,0,103,32,0.04,0.024,0.906,0.743,0.887,0.135,0.047,247,171,0.714,0.253,0.799,0.194,0.936,0.883,0.961,0.52
428,udp,smtp,SF,202,38379,1,1,3,19,5,0,12,0,1,10,3,1,4,0,0,1,108,377,0.301,0.011,0.511,0.327,0.795,0.737,0.349,186,7,0.674,0.37,0.745,0.069,0.734,0.734,0.747,0.095
184,tcp,private,S0,24580,45570,1,0,2,23,5,0,9,0,1,5,8,1,3,0,0,1,482,321,0.835,0.819,0.274,0.135,0.966,0.065,0.066,59,194,0.078,0.619,0.63,0.257,0.166,0.548,0.942,0.812
184,icmp,http,REJ,19385,59011,1,1,0,20,4,0,15,0,1,17,4,2,4,0,0,1,310,273,0.254,0.005,0.393,0.553,0.844,0.523,0.964,107,136,0.058,0.943,0.735,0.667,0.424,0.227,0.165,0.396
246,udp,smtp,S0,54883,21984,0,1,3,24,3,0,11,0,1,12,10,2,4,0,0,1,505,323,0.6,0.376,0.091,0.882,0.024,0.092,0.069,86,3,0.378,0.711,0.005,0.13,0.797,0.334,0.774,0.351
304,udp,private,S0,27320,57457,1,0,2,2,5,1,4,1,1,4,1,2,0,0,0,0,148,157,0.089,0.134,0.68,0.486,0.861,0.001,0.832,34,144,0.502,0.491,0.723,0.072,0.243,0.721,0.695,0.035
323,icmp,http,SF,26129,2233,0,2,0,22,5,0,13,0,0,14,1,0,1,0,0,0,428,426,0.339,0.338,0.018,0.729,0.838,0.824,0.894,225,189,0.294,0.669,0.621,0.307,0.528,0.341,0.491,0.173
113,tcp,http,S0,25615,6094,0,2,0,17,0,1,11,0,1,14,10,0,3,0,0,0,314,142,0.887,0.177,0.903,0.662,0.281,0.891,0.028,250,185,0.968,0.223,0.77,0.864,0.614,0.284,0.872,0.571
234,icmp,ftp_data,S1,46362,44800,0,0,2,0,3,0,14,0,1,2,3,2,0,0,0,1,421,138,0.485,0.565,0.613,0.388,0.61,0.706,0.698,150,246,0.302,0.099,0.778,0.155,0.819,0.619,0.553,0.582
195,icmp,eco_i,S0,41307,3388,1,2,1,5,5,1,13,1,1,15,0,0,4,0,0,1,455,182,0.895,0.512,0.572,0.099,0.309,0.762,0.764,110,43,0.629,0.247,0.113,0.225,0.601,0.358,0.82,0.822
155,icmp,private,REJ,39998,2072,0,2,3,4,1,1,9,0,1,15,8,0,3,0,0,0,490,384,0.908,0.953,0.519,0.851,0.973,0.888,0.376,73,52,0.221,0.276,0.627,0.144,0.371,0.848,0.036,0.999
486,udp,ftp_data,SF,8905,34438,1,1,2,15,0,1,8,1,1,9,9,0,1,0,0,1,17,147,0.791,0.867,0.46,0.089,0.53,0.512,0.805,163,135,0.855,0.124,0.385,0.225,0.639,0.259,0.154,0.319
273,tcp,ftp_data,RSTR,9598,45880,0,0,3,20,0,1,5,0,0,1,5,2,0,0,0,1,400,228,0.351,0.966,0.374,0.704,0.343,0.879,0.597,101,231,0.433,0.994,0.288,0.578,0.015,0.711,0.858,0.956
357,udp,eco_i,S1,25140,53559,1,3,3,17,0,1,13,1,1,14,6,1,4,0,0,1,222,404,0.097,0.058,0.702,0.394,0.834,0.14,0.431,50,59,0.237,0.286,1.0,0.563,0.024,0.073,0.727,0.894
27,tcp,smtp,REJ,55,1484,0,3,2,9,0,1,6,0,1,11,10,2,4,0,0,1,479,426,0.143,0.0,0.648,0.36,0.916,0.065,0.105,144,74,0.862,0.742,0.57,0.334,0.955,0.762,0.364,0.099
367,tcp,private,S0,29284,6233,0,0,1,0,4,1,13,0,1,13,2,0,0,0,0,0,358,498,0.871,0.828,0.027,0.339,0.634,0.313,0.604,252,188,0.381,0.45,0.206,0.473,0.295,0.142,0.398,0.714
90,udp,smtp,SF,33070,27240,0,2,0,13,4,0,9,0,1,11,6,2,2,0,0,1,290,195,0.908,0.518,0.833,0.885,0.877,0.35,0.369,64,227,0.373,0.199,0.403,0.855,0.901,0.454,0.161,0.249
262,icmp,eco_i,SF,50893,12349,1,3,0,0,1,1,6,1,1,11,10,2,3,0,0,0,509,370,0.145,0.019,0.977,0.879,0.702,0.195,0.44,113,44,0.135,0.174,0.543,0.91,0.637,0.301,0.476,0.876
226,tcp,ftp_data,SF,10021,24415,1,3,2,24,5,0,9,0,1,8,10,1,0,0,0,1,47,46,0.527,0.23,0.01,0.664,0.105,0.274,0.74,91,19,0.274,0.811,0.006,0.893,0.874,0.166,0.837,0.858
188,icmp,ftp_data,REJ,14988,21997,0,2,2,24,5,0,8,0,1,12,1,1,4,0,0,1,208,339,0.679,0.405,0.175,0.618,0.464,0.224,0.731,104,119,0.156,0.845,0.2,0.262,0.75,0.518,0.879,0.88
414,udp,private,S0,7420,23832,0,1,0,23,0,0,13,1,1,6,10,2,2,0,0,0,305,305,0.932,0.968,0.245,0.526,0.328,0.715,0.464,228,55,0.807,0.365,0.646,0.033,0.328,0.171,0.482,0.203
358,udp,ftp_data,S0,2939,47283,0,0,2,4,5,0,4,1,0,11,6,1,2,0,0,0,99,412,0.403,0.112,0.638,0.605,0.922,0.827,0.52,140,234,0.796,0.522,0.09,0.155,0.236,0.759,0.132,0.326
466,tcp,domain_u,RSTR,58939,54445,0,3,3,12,0,0,4,1,1,13,3,2,2,0,0,1,491,183,0.576,0.632,0.888,0.621,0.612,0.327,0.465,109,88,0.639,0.756,0.295,0.29,0.934,0.772,0.436,0.532
254,udp,ftp_data,RSTR,5077,39481,0,1,1,16,3,0,7,1,1,12,6,0,4,0,0,1,164,3,0.204,0.764,0.332,0.779,0.321,0.234,0.529,210,69,0.946,0.293,0.101,0.364,0.423,0.437,0.159,0.975
204,udp,smtp,RSTR,45223,11854,0,0,1,0,5,0,15,1,1,4,2,0,2,0,0,1,183,12,0.08,0.651,0.222,0.62,0.478,0.934,0.69,55,41,0.138,0.379,0.341,0.04,0.308,0.116,0.865,0.777
332,udp,http,S0,573,58013,1,0,0,18,0,1,19,0,0,16,4,2,0,0,0,0,370,437,0.906,0.589,0.61,0.966,0.617,0.518,0.967,207,252,0.245,0.037,0.951,0.959,0.965,0.609,0.022,0.783
484,tcp,ftp_data,SF,24711,40169,1,3,1,17,4,0,13,1,0,2,3,0,4,0,0,1,274,492,0.9,0.83,0.299,0.839,0.596,0.815,0.362,17,49,0.031,0.072,0.79,0.472,0.215,0.645,0.888,0.274
435,tcp,ftp_data,REJ,50346,23010,0,0,0,24,3,0,4,1,0,1,9,2,0,0,0,1,380,173,0.702,0.284,0.783,0.122,0.11,0.702,0.563,58,118,0.308,0.456,0.95,0.329,0.73,0.791,0.246,0.943
400,icmp,private,RSTR,28545,1100,1,2,3,12,5,0,10,1,1,2,8,0,1,0,0,0,166,283,0.796,0.843,0.372,0.061,0.923,0.585,0.693,155,40,0.73,0.504,0.248,0.676,0.873,0.668,0.205,0.758
44,icmp,ftp_data,REJ,53575,5001,0,3,3,18,5,1,11,0,1,6,2,1,2,0,0,1,359,379,0.685,0.289,0.751,0.439,0.029,0.838,0.867,144,204,0.497,0.173,0.719,0.107,0.794,0.419,0.099,0.248
14,icmp,eco_i,S1,5208,14534,1,2,3,15,1,0,5,0,1,15,3,2,2,0,0,1,95,482,0.635,0.771,0.467,0.985,0.906,0.277,0.789,152,193,0.165,0.986,0.002,0.206,0.01,0.382,0.525,0.239
457,tcp,private,S0,51238,58102,1,3,3,0,3,1,8,1,0,6,4,2,1,0,0,0,316,463,0.922,0.813,0.297,0.563,0.267,0.558,0.496,41,177,0.426,0.401,0.653,0.342,0.491,0.615,0.096,0.29
462,udp,private,SF,16276,34032,1,1,2,14,2,1,5,0,1,3,2,2,2,0,0,0,77,151,0.079,0.127,0.393,0.917,0.763,0.161,0.992,79,109,0.214,0.47,0.963,0.081,0.486,0.384,0.979,0.765
117,tcp,ftp_data,SF,51465,48788,0,0,3,22,2,0,14,1,1,13,8,1,3,0,0,1,406,502,0.084,0.117,0.705,0.955,0.762,0.16,0.03,99,22,0.204,0.819,0.238,0.245,0.324,0.663,0.798,0.374
231,icmp,private,S0,55843,10594,1,3,2,0,4,0,4,1,0,0,0,0,0,0,0,0,312,443,0.913,0.977,0.784,0.632,0.519,0.574,0.915,237,6,0.755,0.912,0.114,0.151,0.867,0.852,0.093,0.222
