duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,label
119,icmp,private,S0,52520,37507,1,0,0,8,3,1,3,1,1,7,0,2,2,0,0,1,489,507,0.977,0.95,0.18,0.086,0.356,0.241,0.283,11,22,0.463,0.606,0.675,0.102,0.638,0.433,0.077,0.321,neptune
9,icmp,smtp,REJ,34243,57415,0,3,2,17,3,1,6,1,1,10,1,1,4,0,0,0,481,287,0.066,0.069,0.775,0.998,0.967,0.013,0.816,176,116,0.011,0.944,0.76,0.329,0.091,0.457,0.865,0.856,normal
91,icmp,ftp_data,RSTR,37345,44270,0,0,3,0,4,0,5,0,0,5,9,1,1,0,0,1,161,388,0.702,0.232,0.267,0.846,0.503,0.551,0.555,237,128,0.015,0.743,0.134,0.141,0.634,0.265,0.256,0.412,satan
173,icmp,eco_i,REJ,37255,20449,0,0,3,8,0,1,3,1,1,8,2,0,4,0,0,1,136,108,0.109,0.106,0.918,0.592,0.889,0.026,0.76,113,31,0.813,0.237,0.391,0.912,0.194,0.517,0.127,0.435,normal
190,udp,ftp_data,RSTR,26576,59444,1,1,3,17,5,0,10,1,0,0,6,0,0,0,0,1,351,462,0.33,0.186,0.794,0.147,0.223,0.788,0.622,64,17,0.148,0.854,0.729,0.98,0.837,0.948,0.732,0.194,satan
155,tcp,eco_i,S1,46487,42312,0,2,2,3,2,1,3,0,0,5,10,0,1,0,0,1,292,185,0.027,0.072,0.166,0.568,0.913,0.177,0.421,80,72,0.222,0.523,0.009,0.071,0.322,0.505,0.33,0.668,normal
484,tcp,private,S0,27442,23048,0,2,3,20,5,0,5,0,0,5,6,1,4,0,0,0,367,369,0.976,0.922,0.357,0.641,0.098,0.444,0.412,74,111,0.968,0.169,0.693,0.923,0.876,0.336,0.69,0.062,neptune
25,udp,private,SF,16742,55870,1,3,1,13,1,1,14,1,1,3,10,1,4,0,0,0,292,208,0.123,0.048,0.662,0.558,0.819,0.11,0.942,140,18,0.003,0.45,0.107,0.632,0.658,0.154,0.116,0.349,normal
242,udp,ftp_data,REJ,57211,6941,1,0,0,21,1,1,7,0,1,14,6,0,3,0,0,0,50,472,0.043,0.124,0.476,0.809,0.728,0.179,0.854,5,186,0.873,0.482,0.069,0.366,0.864,0.868,0.36,0.914,normal
194,udp,smtp,S0,45571,28643,1,3,2,22,4,0,11,1,0,2,9,0,3,0,0,1,178,326,0.077,0.266,0.669,0.209,0.522,0.705,0.758,178,8,0.253,0.044,0.013,0.33,0.781,0.673,0.86,0.563,guess_passwd
495,icmp,ftp_data,SF,32338,54870,1,0,2,2,5,1,13,0,1,11,9,1,1,0,0,0,339,106,0.066,0.095,0.695,0.58,0.914,0.057,0.106,156,238,0.492,0.263,0.194,0.967,0.849,0.89,0.146,0.692,normal
146,tcp,private,S0,28835,34165,0,3,3,21,2,1,4,0,1,5,0,1,3,0,0,1,467,306,0.906,0.965,0.446,0.011,0.052,0.791,0.788,220,145,0.908,0.462,0.769,0.346,0.922,0.397,0.063,0.864,neptune
3,udp,http,S0,37585,47141,1,1,3,17,5,1,1,1,1,0,9,2,4,0,0,1,180,429,0.047,0.014,0.062,0.117,0.626,0.004,0.378,129,161,0.813,0.176,0.308,0.986,0.452,0.516,0.09,0.66,normal
72,tcp,private,S0,48187,23722,1,2,3,19,0,1,5,0,1,9,8,2,0,0,0,1,510,440,0.929,0.873,0.841,0.878,0.978,0.465,0.709,211,88,0.455,0.732,0.854,0.876,0.402,0.287,0.064,0.179,neptune
497,tcp,ftp_data,S0,57357,38679,0,2,0,24,3,0,2,1,1,5,10,1,4,0,0,1,403,205,0.779,0.275,0.52,0.836,0.05,0.927,0.869,68,70,0.933,0.94,0.062,0.486,0.233,0.067,0.023,0.217,satan
252,udp,eco_i,RSTR,40857,37768,1,0,3,11,1,1,9,1,1,1,6,1,4,0,0,1,450,240,0.436,0.609,0.684,0.864,0.57,0.866,0.533,57,239,0.702,0.299,0.115,0.325,0.015,0.01,0.771,0.698,satan
259,udp,private,S0,37445,13757,0,0,1,13,2,1,10,0,0,12,6,0,3,0,0,1,429,433,0.986,0.921,0.847,0.074,0.317,0.969,0.695,138,151,0.57,0.497,0.046,0.846,0.477,0.869,0.134,0.124,neptune
157,icmp,http,REJ,36671,29468,1,3,3,19,5,1,4,1,1,5,6,0,2,0,0,1,399,313,0.046,0.083,0.352,0.15,0.714,0.186,0.229,190,204,0.035,0.561,0.781,0.001,0.342,0.235,0.367,0.249,normal
297,tcp,private,S0,31673,31655,1,1,3,16,2,1,10,1,0,11,2,2,2,0,0,0,502,437,0.875,0.997,0.652,0.302,0.275,0.265,0.36,41,11,0.228,0.288,0.042,0.353,0.973,0.783,0.247,0.651,neptune
327,icmp,private,S0,11220,20992,1,2,1,17,5,1,5,0,1,11,7,2,4,0,0,1,422,342,0.99,0.821,0.948,0.77,0.776,0.282,0.851,20,28,0.903,0.289,0.179,0.048,0.733,0.271,0.514,0.944,neptune
159,icmp,private,S1,19473,5048,1,0,2,12,4,0,12,0,1,8,8,1,1,0,0,1,236,394,0.367,0.285,0.555,0.542,0.85,0.687,0.638,48,242,0.831,0.632,0.021,0.532,0.468,0.496,0.367,0.349,satan
93,udp,smtp,RSTR,50409,15027,1,2,0,22,0,1,5,0,0,10,1,0,3,0,0,1,104,227,0.102,0.05,0.604,0.431,0.708,0.041,0.649,12,45,0.095,0.269,0.914,0.129,0.531,0.608,0.995,0.267,normal
335,tcp,eco_i,RSTR,51014,35674,0,3,1,23,5,1,4,0,1,10,1,1,4,0,0,1,374,483,0.041,0.013,0.862,0.218,0.703,0.188,0.977,28,179,0.252,0.3,0.572,0.209,0.096,0.58,0.585,0.61,normal
305,icmp,smtp,SF,58365,4160,0,0,1,18,0,1,8,0,1,8,1,0,0,0,0,1,352,70,0.04,0.091,0.423,0.016,0.643,0.17,0.122,218,26,0.495,0.522,0.478,0.531,0.231,0.809,0.806,0.225,normal
347,icmp,ftp_data,S1,32300,51094,0,3,0,16,2,1,1,1,1,3,4,2,4,0,0,0,187,465,0.122,0.089,0.032,0.102,0.645,0.151,0.775,173,93,0.875,0.514,0.873,0.077,0.813,0.436,0.883,0.161,normal
123,udp,smtp,RSTR,48747,27103,1,0,1,19,0,1,3,0,1,0,9,0,4,0,0,0,207,200,0.146,0.054,0.894,0.641,0.726,0.072,0.88,65,84,0.957,0.337,0.518,0.804,0.087,0.051,0.036,0.153,normal
414,udp,ftp_data,RSTR,10528,32088,1,2,2,16,0,1,7,0,0,6,4,1,4,0,0,0,249,140,0.77,0.401,0.292,0.423,0.668,0.607,0.664,137,82,0.993,0.33,0.446,0.418,0.33,0.473,0.897,0.115,satan
48,tcp,smtp,S0,33392,18331,1,0,3,8,2,1,7,0,1,3,10,2,3,0,0,0,98,456,0.055,0.05,0.965,0.02,0.736,0.102,0.906,86,223,0.674,0.334,0.354,0.095,0.662,0.578,0.68,0.156,normal
353,tcp,ftp_data,S1,33719,17666,0,1,0,23,5,0,3,0,0,14,9,2,1,0,0,1,348,202,0.934,0.32,0.299,0.811,0.032,0.292,0.75,149,52,0.831,0.853,0.205,0.852,0.175,0.034,0.822,0.01,guess_passwd
188,tcp,ftp_data,S1,26369,50670,1,3,3,11,3,0,4,0,0,12,3,1,4,0,0,1,266,21,0.012,0.642,0.253,0.661,0.828,0.407,0.849,142,172,0.7,0.063,0.416,0.975,0.652,0.116,0.434,0.863,guess_passwd
24,udp,ftp_data,S0,57279,43155,1,1,3,15,3,1,9,0,1,3,9,2,2,0,0,0,300,28,0.146,0.052,0.607,0.365,0.714,0.048,0.6,79,210,0.641,0.113,0.324,0.106,0.491,0.395,0.107,0.373,normal
461,tcp,http,S0,46838,56808,0,1,2,17,1,1,5,1,1,6,3,2,1,0,0,0,263,30,0.142,0.049,0.682,0.323,0.987,0.039,0.106,61,196,0.44,0.074,0.544,0.361,0.49,0.343,0.383,0.177,normal
229,tcp,domain_u,REJ,35094,38833,1,0,0,10,1,1,0,1,1,6,3,2,4,0,0,0,317,3,0.037,0.032,0.775,0.728,0.947,0.101,0.95,147,160,0.551,0.873,0.5,0.475,0.266,0.128,0.534,0.33,normal
58,icmp,private,S0,43930,7098,1,0,3,8,0,1,12,0,0,10,7,2,3,0,0,0,415,441,0.991,0.843,0.44,0.589,0.719,0.929,0.503,249,215,0.086,0.407,0.508,0.466,0.36,0.241,0.083,0.983,neptune
236,icmp,private,RSTR,46469,9098,1,3,2,1,1,1,11,0,1,6,3,0,2,0,0,1,254,178,0.026,0.033,0.312,0.546,0.977,0.155,0.816,154,114,0.891,0.306,0.179,0.04,0.303,0.784,0.663,0.612,normal
74,tcp,private,S0,17023,42467,0,3,3,16,2,0,12,1,1,3,4,2,0,0,0,1,380,318,0.897,0.867,0.015,0.364,0.648,0.556,0.326,1,248,0.07,0.102,0.993,0.271,0.673,0.36,0.185,0.278,neptune
323,tcp,smtp,SF,31101,24015,1,1,0,9,3,1,1,1,1,3,7,1,3,0,0,1,160,468,0.092,0.015,0.13,0.209,0.646,0.094,0.342,200,211,0.539,0.71,0.802,0.446,0.969,0.713,0.157,0.32,normal
270,tcp,eco_i,REJ,25831,35972,0,2,3,24,5,1,0,1,0,3,6,2,4,0,0,0,37,234,0.038,0.131,0.822,0.44,0.635,0.173,0.602,202,233,0.237,0.843,0.028,0.12,0.456,0.536,0.61,0.281,normal
103,tcp,private,S0,25593,47670,1,1,1,19,0,0,10,1,0,1,1,0,0,0,0,0,472,443,0.904,0.89,0.18,0.131,0.493,0.766,0.905,212,56,0.327,0.301,0.117,0.228,0.523,0.271,0.116,0.305,neptune
313,icmp,http,SF,11752,59662,1,3,1,14,5,1,5,0,1,0,10,2,4,0,0,1,71,139,0.005,0.028,0.306,0.182,0.809,0.109,0.87,235,146,0.588,0.825,0.955,0.084,0.188,0.989,0.779,0.269,normal
498,icmp,smtp,S1,20201,28923,1,2,0,16,3,0,12,0,1,0,3,1,2,0,0,1,13,416,0.815,0.405,0.027,0.337,0.213,0.356,0.764,230,152,0.88,0.47,0.297,0.536,0.4,0.624,0.069,0.073,guess_passwd
445,udp,ftp_data,S1,28725,58814,0,2,0,5,5,1,1,0,1,11,7,0,0,0,0,1,53,54,0.134,0.001,0.734,0.89,0.616,0.145,0.45,57,144,0.448,0.977,0.674,0.948,0.072,0.449,0.773,0.156,normal
139,udp,smtp,S1,25316,25718,1,1,3,3,5,0,4,1,0,3,3,2,1,0,0,1,177,126,0.446,0.991,0.226,0.565,0.449,0.367,0.248,113,229,0.362,0.241,0.35,0.803,0.833,0.262,0.61,0.185,guess_passwd
122,tcp,private,S0,12825,41828,1,2,1,21,3,1,3,1,0,5,7,1,1,0,0,1,481,404,0.876,0.973,0.272,0.134,0.214,0.78,0.276,129,87,0.37,0.19,0.83,0.968,0.879,0.962,0.967,0.957,neptune
444,udp,eco_i,S1,46690,49637,1,2,3,14,5,1,0,0,1,11,10,2,4,0,0,0,399,475,0.139,0.148,0.537,0.572,0.798,0.167,0.541,238,144,0.931,0.229,0.851,0.535,0.101,0.438,0.07,0.04,normal
172,icmp,ftp_data,REJ,26699,15950,1,3,1,14,3,0,1,0,0,1,6,0,1,0,0,1,466,322,0.104,0.051,0.154,0.451,0.272,0.154,0.802,122,142,0.895,0.666,0.696,0.442,0.073,0.057,0.356,0.026,guess_passwd
77,icmp,private,SF,5331,13413,0,0,1,7,4,1,6,1,1,4,2,1,2,0,0,0,130,6,0.024,0.145,0.105,0.483,0.807,0.136,0.1,177,68,0.972,0.239,0.201,0.222,0.863,0.4,0.892,0.446,normal
177,icmp,private,S0,52071,26718,0,2,1,9,5,1,0,1,1,14,1,0,0,0,0,0,445,411,0.974,0.866,0.536,0.414,0.54,0.676,0.545,255,247,0.121,0.281,0.05,0.956,0.305,0.849,0.193,0.51,neptune
110,icmp,private,S0,3254,29256,0,3,1,14,2,1,6,0,0,3,3,0,1,0,0,0,403,468,0.839,0.992,0.157,0.886,0.283,0.404,0.736,253,248,0.138,0.987,0.164,0.327,0.301,0.902,0.65,0.247,neptune
210,icmp,ftp_data,RSTR,37041,6726,1,3,3,6,2,0,5,1,0,10,9,2,2,0,0,1,302,222,0.458,0.588,0.534,0.815,0.311,0.106,0.725,103,128,0.372,0.387,0.664,0.764,0.363,0.426,0.65,0.561,guess_passwd
340,udp,private,SF,24864,48792,1,0,1,6,5,1,12,0,1,9,10,2,0,0,0,1,360,461,0.067,0.133,0.319,0.299,0.837,0.092,0.138,164,176,0.159,0.1,0.985,0.736,0.325,0.84,0.046,0.139,normal
199,tcp,private,S0,29847,47718,0,0,2,17,0,0,8,1,1,13,0,1,0,0,0,0,383,487,0.886,0.809,0.315,0.897,0.805,0.18,0.647,29,219,0.841,0.622,0.027,0.215,0.151,0.203,0.788,0.248,neptune
211,udp,private,S0,44731,26034,1,2,0,18,0,0,3,1,0,15,8,0,0,0,0,0,439,488,0.909,0.821,0.749,0.694,0.593,0.033,0.468,36,68,0.464,0.695,0.021,0.789,0.07,0.617,0.658,0.167,neptune
181,tcp,smtp,RSTR,16395,9872,0,0,2,12,3,1,2,0,1,6,0,1,0,0,0,1,139,277,0.094,0.04,0.883,0.87,0.682,0.015,0.393,83,174,0.885,0.546,0.577,0.783,0.279,0.758,0.474,0.946,normal
462,icmp,domain_u,RSTR,41974,35197,0,1,3,26,0,1,15,0,1,16,7,0,2,0,0,1,403,391,0.938,0.483,0.536,0.984,0.65,0.594,0.639,182,172,0.591,0.257,0.591,0.441,0.447,0.565,0.492,0.057,buffer_overflow
28,udp,private,S0,19073,59147,0,2,2,17,2,1,13,0,0,14,7,0,3,0,0,0,342,346,0.882,0.835,0.976,0.905,0.573,0.502,0.923,219,24,0.212,0.868,0.044,0.716,0.147,0.726,0.721,0.48,neptune
162,icmp,ftp_data,SF,58041,51380,0,1,1,1,0,1,15,1,1,3,4,1,0,0,0,1,136,320,0.089,0.109,0.816,0.742,0.888,0.162,0.053,15,28,0.34,0.4,0.115,0.212,0.462,0.67,0.307,0.513,normal
65,udp,smtp,REJ,5952,51423,0,0,0,15,4,1,1,1,1,1,5,1,3,0,0,0,511,319,0.143,0.089,0.215,0.641,0.88,0.172,0.839,151,79,0.39,0.122,0.15,0.993,0.828,0.535,0.808,0.342,normal
134,tcp,private,S0,32678,47861,0,3,3,1,3,0,14,0,1,7,3,2,1,0,0,0,337,335,0.904,0.892,0.06,0.561,0.692,0.527,0.855,89,234,0.348,0.607,0.757,0.629,0.842,0.299,0.707,0.644,neptune
313,tcp,eco_i,S0,52840,43528,1,3,0,2,0,1,10,1,0,14,6,2,4,0,0,1,397,46,0.095,0.113,0.574,0.61,0.97,0.055,0.197,34,252,0.467,0.337,0.271,0.016,0.328,0.359,0.04,0.803,normal
317,tcp,smtp,S1,21308,21201,1,2,2,15,4,1,15,0,0,12,8,2,4,0,0,0,74,339,0.124,0.123,0.317,0.865,0.84,0.132,0.602,236,178,0.92,0.781,0.843,0.37,0.687,0.947,0.387,0.708,normal
436,udp,ftp_data,SF,34662,352,0,0,0,7,5,1,0,1,1,3,2,1,0,0,0,0,419,317,0.15,0.093,0.139,0.046,0.714,0.1,0.708,157,176,0.762,0.808,0.729,0.753,0.255,0.95,0.161,0.177,normal
322,icmp,domain_u,S0,5735,33472,1,1,2,10,5,1,10,1,1,0,6,0,3,0,0,0,188,160,0.101,0.099,0.169,0.922,0.693,0.05,0.487,3,28,0.081,0.712,0.144,0.9,0.957,0.514,0.233,0.276,normal
348,tcp,private,S0,46703,21228,0,1,1,1,4,1,5,1,1,7,9,0,4,0,0,0,486,4,0.116,0.097,0.097,0.093,0.666,0.08,0.779,209,186,0.496,0.857,0.26,0.704,0.393,0.499,0.631,0.699,normal
462,icmp,private,S1,54748,10263,1,0,2,8,1,0,5,0,1,1,4,2,0,0,0,0,248,510,0.824,0.65,0.48,0.93,0.605,0.543,0.841,115,3,0.78,0.298,0.271,0.951,0.668,0.259,0.473,0.735,satan
145,icmp,private,S0,23807,23987,0,2,3,20,5,1,5,0,0,8,4,1,2,0,0,0,482,374,0.847,0.927,0.37,0.705,0.165,0.94,0.577,244,197,0.286,0.137,0.052,0.64,0.566,0.29,0.663,0.348,neptune
442,tcp,eco_i,RSTR,36355,2462,1,3,1,4,2,1,3,1,1,7,3,0,3,0,0,1,165,408,0.04,0.003,0.008,0.611,0.934,0.151,0.529,81,39,0.948,0.488,0.167,0.784,0.155,0.372,0.947,0.47,normal
314,udp,private,RSTR,1618,7452,1,2,2,21,1,1,14,0,0,9,1,1,2,0,0,0,377,23,0.024,0.092,0.11,0.441,0.956,0.017,0.856,215,97,0.083,0.153,0.821,0.831,0.644,0.501,0.843,0.379,normal
119,udp,ftp_data,S0,25425,50583,0,2,1,14,4,1,6,0,1,1,1,2,1,0,0,0,346,387,0.776,0.392,0.209,0.956,0.446,0.518,0.629,170,184,0.757,0.231,0.424,0.572,0.336,0.402,0.9,0.574,satan
370,tcp,private,SF,19056,57397,1,0,0,1,4,1,15,0,1,9,1,0,0,0,0,0,485,294,0.483,0.232,0.742,0.887,0.212,0.505,0.852,95,219,0.097,0.577,0.758,0.084,0.311,0.871,0.757,0.971,satan
430,icmp,ftp_data,RSTR,13554,6903,1,1,2,7,4,1,4,1,1,5,9,1,0,0,0,1,124,280,0.116,0.093,0.825,0.312,0.969,0.088,0.992,102,7,0.69,0.411,0.369,0.269,0.905,0.123,0.099,0.639,normal
311,icmp,eco_i,SF,49863,17310,0,1,2,4,1,1,9,0,0,0,10,0,3,0,0,0,119,31,0.098,0.047,0.269,0.44,0.839,0.103,0.196,190,89,0.463,0.954,0.201,0.634,0.424,0.316,0.725,0.481,normal
318,udp,ftp_data,SF,39365,8180,1,3,1,14,4,0,0,1,0,11,9,0,3,0,0,1,82,147,0.319,0.815,0.264,0.117,0.8,0.21,0.376,102,232,0.033,0.781,0.044,0.306,0.597,0.254,0.637,0.559,guess_passwd
99,udp,private,S0,25789,35585,1,2,3,2,4,0,7,1,0,2,6,1,2,0,0,1,445,470,0.904,0.912,0.659,0.107,0.001,0.199,0.774,132,47,0.618,0.378,0.455,0.935,0.228,0.752,0.755,0.485,neptune
466,tcp,smtp,RSTR,10711,11296,0,0,2,4,0,1,5,1,0,8,0,1,2,0,0,1,324,151,0.019,0.092,0.13,0.089,0.886,0.048,0.123,45,82,0.587,0.892,0.397,0.93,0.452,0.574,0.706,0.411,normal
109,tcp,domain_u,S0,37963,21856,1,2,3,15,4,1,15,1,0,5,7,1,2,0,0,0,480,396,0.061,0.124,0.311,0.813,0.635,0.169,0.802,105,155,0.035,0.83,0.085,0.973,0.798,0.241,0.407,0.144,normal
139,tcp,private,S0,23989,7427,0,2,3,14,1,0,1,0,0,0,6,0,0,0,0,0,385,310,0.92,0.908,0.474,0.483,0.389,0.176,0.278,95,91,0.116,0.367,0.064,0.98,0.921,0.127,0.646,0.421,neptune
417,icmp,eco_i,SF,41035,45165,1,3,2,19,5,1,8,1,1,8,7,0,2,0,0,0,182,38,0.123,0.039,0.86,0.344,0.91,0.006,0.176,141,80,0.221,0.392,0.434,0.507,0.37,0.548,0.999,0.619,normal
235,icmp,http,SF,47577,58684,1,2,3,3,5,1,2,0,0,11,4,0,2,0,0,0,398,160,0.127,0.011,0.425,0.936,0.824,0.147,0.344,18,58,0.772,0.923,0.709,0.169,0.284,0.428,0.946,0.475,normal
315,icmp,eco_i,S0,55903,24157,1,2,3,13,2,1,10,1,1,12,7,1,2,0,0,1,110,42,0.095,0.071,0.782,0.48,0.997,0.157,0.922,127,254,0.749,0.562,0.727,0.93,0.634,0.821,0.662,0.04,normal
74,icmp,ftp_data,S0,36315,12648,1,0,1,16,0,1,5,0,0,4,8,1,1,0,0,1,370,3,0.02,0.102,0.484,0.335,0.61,0.07,0.128,214,191,0.294,0.597,0.145,0.459,0.704,0.799,0.849,0.051,normal
228,icmp,eco_i,SF,49801,42776,0,0,0,13,0,0,4,1,0,6,6,0,1,0,0,1,5,277,0.141,0.517,0.594,0.711,0.714,0.605,0.669,144,122,0.357,0.355,0.999,0.633,0.522,0.069,0.045,0.876,satan
190,udp,ftp_data,REJ,12201,15104,0,1,1,10,4,1,5,1,1,0,3,2,2,0,0,0,456,144,0.085,0.136,0.855,0.381,0.755,0.149,0.406,53,38,0.623,0.001,0.312,0.766,0.104,0.587,0.536,0.986,normal
188,tcp,http,S0,27472,45590,1,0,2,4,0,1,4,0,1,1,2,1,4,0,0,0,435,503,0.069,0.149,0.106,0.495,0.743,0.135,0.321,39,51,0.123,0.538,0.826,0.293,0.799,0.366,0.931,0.842,normal
387,tcp,ftp_data,S0,10144,53733,1,1,2,8,5,1,11,1,1,12,2,1,4,0,0,0,305,394,0.946,0.623,0.459,0.522,0.457,0.912,0.436,226,202,0.18,0.123,0.04,0.91,0.132,0.314,0.358,0.149,satan
370,tcp,smtp,S0,36348,33819,1,3,0,21,0,1,5,0,1,10,9,0,4,0,0,1,7,401,0.025,0.138,0.625,0.257,0.804,0.147,0.367,98,169,0.152,0.448,0.337,0.588,0.964,0.555,0.116,0.694,normal
190,icmp,private,S0,41284,59760,0,2,3,18,5,1,11,0,1,14,3,1,2,0,0,0,429,420,0.811,0.979,0.123,0.691,0.102,0.479,0.76,32,215,0.329,0.897,0.694,0.75,0.366,0.697,0.889,0.708,neptune
327,udp,ftp_data,S1,18701,2792,0,0,3,10,5,1,15,1,1,12,5,1,0,0,0,0,440,30,0.935,0.668,0.063,0.442,0.153,0.538,0.333,102,84,0.884,0.625,0.64,0.845,0.609,0.35,0.817,0.237,buffer_overflow
149,tcp,ftp_data,S0,46560,1562,0,0,3,0,5,1,1,1,1,5,3,2,2,0,0,0,389,242,0.062,0.009,0.76,0.237,0.866,0.128,0.05,157,196,0.872,0.491,0.716,0.715,0.765,0.34,0.933,0.441,normal
27,tcp,smtp,S1,55399,5545,1,1,2,16,3,1,3,1,1,0,0,0,2,0,0,0,10,7,0.068,0.044,0.842,0.635,0.845,0.004,0.647,69,79,0.981,0.577,0.068,0.57,0.728,0.712,0.258,0.116,normal
354,udp,smtp,S1,8209,20575,0,0,2,25,4,0,6,1,1,3,2,2,3,0,0,1,4,14,0.561,0.72,0.556,0.979,0.351,0.623,0.793,161,200,0.398,0.542,0.061,0.681,0.425,0.276,0.03,0.45,guess_passwd
328,udp,smtp,RSTR,54561,12640,1,1,0,17,2,1,14,1,1,10,5,2,2,0,0,0,43,215,0.095,0.007,0.65,0.701,0.855,0.153,0.806,149,155,0.07,0.197,0.359,0.915,0.674,0.44,0.948,0.481,normal
91,tcp,private,S0,23867,2663,1,0,1,0,1,1,5,0,0,5,8,1,0,0,0,0,388,450,0.938,0.883,0.856,0.638,0.208,0.075,0.217,204,217,0.974,0.784,0.908,0.794,0.059,0.052,0.88,0.128,neptune
108,icmp,private,REJ,49025,19563,0,0,0,11,2,1,2,0,0,1,3,0,2,0,0,0,400,232,0.094,0.114,0.73,0.535,0.856,0.134,0.708,54,131,0.704,0.497,0.979,0.355,0.9,0.96,0.778,0.333,normal
161,udp,private,REJ,9424,26261,1,3,2,0,3,1,6,0,0,8,1,2,0,0,0,1,78,502,0.141,0.035,0.538,0.371,0.657,0.169,0.22,17,255,0.299,0.768,0.998,0.004,0.098,0.965,0.789,0.129,normal
467,icmp,eco_i,S0,1334,587,0,0,3,28,0,1,18,1,0,11,8,0,0,0,0,0,380,489,0.899,0.264,0.071,0.091,0.042,0.467,0.72,229,7,0.994,0.718,0.542,0.997,0.295,0.406,0.156,0.513,buffer_overflow
324,udp,ftp_data,REJ,6089,30771,1,2,0,7,3,1,5,0,0,0,5,2,0,0,0,0,239,34,0.042,0.009,0.93,0.772,0.617,0.175,0.905,202,68,0.797,0.407,0.796,0.304,0.828,0.56,0.426,0.135,normal
288,icmp,eco_i,S0,24288,25202,0,0,1,11,1,1,3,1,1,9,7,2,4,0,0,1,419,267,0.119,0.055,0.985,0.898,0.648,0.048,0.525,132,148,0.941,0.098,0.068,0.904,0.268,0.016,0.118,0.399,normal
313,icmp,private,S0,44762,44471,0,3,1,3,3,1,2,1,0,0,1,1,0,0,0,0,458,399,0.824,0.862,0.295,0.899,0.502,0.617,0.667,106,122,0.603,0.745,0.548,0.336,0.88,0.26,0.687,0.059,neptune
417,udp,private,S0,6042,27368,0,1,2,21,0,0,13,1,0,6,1,0,4,0,0,0,495,316,0.9,0.946,0.495,0.576,0.293,0.64,0.581,238,129,0.812,0.372,0.905,0.308,0.269,0.34,0.121,0.139,neptune
149,tcp,eco_i,RSTR,59275,49919,1,0,2,13,5,1,0,0,0,8,9,0,1,0,0,0,250,26,0.096,0.145,0.926,0.848,0.753,0.157,0.867,212,61,0.068,0.469,0.777,0.087,0.462,0.997,0.802,0.35,normal
410,tcp,http,RSTR,40744,44683,1,2,1,18,5,1,14,0,1,7,4,2,3,0,0,0,42,159,0.062,0.125,0.099,0.05,0.774,0.042,0.617,223,128,0.795,0.88,0.849,0.507,0.831,0.39,0.998,0.033,normal
391,icmp,smtp,RSTR,53057,39867,1,3,3,20,0,1,14,1,0,13,7,2,0,0,0,0,386,378,0.047,0.06,0.678,0.021,0.966,0.173,0.966,143,209,0.084,0.036,0.613,0.968,0.728,0.365,0.889,0.216,normal
287,udp,private,S0,8078,42130,1,1,1,12,2,1,13,1,1,2,4,2,3,0,0,1,469,445,0.988,0.833,0.337,0.518,0.97,0.639,0.319,242,13,0.89,0.779,0.934,0.863,0.962,0.626,0.397,0.518,neptune
275,tcp,private,REJ,29769,38141,1,3,1,19,4,1,4,1,1,6,10,2,3,0,0,1,212,277,0.14,0.007,0.849,0.708,0.866,0.129,0.316,125,47,0.504,0.526,0.568,0.667,0.913,0.305,0.001,0.697,normal
37,udp,http,RSTR,15872,42495,0,3,2,19,0,1,5,0,1,6,3,2,1,0,0,0,145,25,0.038,0.044,0.739,0.088,0.933,0.032,0.227,96,42,0.54,0.198,0.613,0.228,0.782,0.326,0.319,0.448,normal
114,udp,private,S0,32486,51861,1,1,0,8,1,0,8,1,0,0,3,2,2,0,0,0,463,485,0.814,0.943,0.524,0.463,0.113,0.241,0.35,8,63,0.678,0.678,0.997,0.268,0.196,0.393,0.922,0.517,neptune
221,tcp,smtp,RSTR,29749,58294,0,0,3,5,2,1,10,1,1,6,4,1,2,0,0,1,4,281,0.045,0.086,0.429,0.039,0.896,0.071,0.654,84,211,0.897,0.146,0.903,0.875,0.256,0.708,0.325,0.396,normal
276,udp,domain_u,S1,24821,41270,1,1,1,5,3,1,11,0,0,3,2,2,4,0,0,0,62,456,0.141,0.044,0.245,0.755,0.849,0.166,0.91,109,203,0.41,0.354,0.817,0.929,0.808,0.068,0.275,0.34,normal
155,udp,private,S1,54186,54492,1,1,2,23,1,1,9,0,1,13,0,0,2,0,0,0,36,462,0.146,0.097,0.874,0.573,0.837,0.082,0.279,39,202,0.501,0.675,0.603,0.796,0.197,0.34,0.753,0.212,normal
45,tcp,private,SF,19854,20871,1,2,1,7,4,1,2,1,1,8,6,0,3,0,0,1,455,258,0.067,0.026,0.093,0.257,0.884,0.02,0.198,1,125,0.721,0.154,0.824,0.586,0.571,0.363,0.997,0.069,normal
